Car ID,Car Name,Year,Age of Car,Distance,Owner,Fuel,Location,Drive,Type,Price,Ratings,Safety Rating,Color
5780,Hyundai Grand i10,2014,10,38783,1,PETROL,KA-03,Manual,HatchBack,460000,2,2,Black
5781,Hyundai Grand i10,2016,8,35251,2,PETROL,KA-19,Automatic,HatchBack,549000,1,2,White
5782,Maruti Alto 800,2018,6,62659,1,PETROL,TS-07,Manual,HatchBack,306000,3,1,Blue
5783,Maruti Swift,2014,10,40064,1,PETROL,MH-01,Manual,HatchBack,433000,2,5,Black
5784,Hyundai Elite i20,2018,6,55117,2,PETROL,DL-8C,Manual,HatchBack,508000,1,4,White
5785,Maruti Swift,2015,9,76485,1,PETROL,KA-53,Manual,HatchBack,555000,3,4,White
5786,Hyundai Elite i20,2015,9,51865,2,PETROL,GJ-27,Manual,HatchBack,550000,5,4,White
5787,Hyundai Creta,2016,8,31359,1,PETROL,KA-05,Manual,SUV,986000,3,3,White
5788,Maruti Swift,2018,6,97229,1,PETROL,RJ-45,Manual,HatchBack,519000,4,3,Black
5789,Maruti Celerio,2016,8,41464,1,PETROL,KA-05,Automatic,HatchBack,520000,2,3,Red
5790,Maruti Swift Dzire,2016,8,33914,1,PETROL,TS-08,Automatic,Sedan,853000,3,3,Red
5791,Hyundai VENUE,2020,4,12183,1,PETROL,KA-05,Manual,SUV,839000,4,5,Red
5792,Maruti IGNIS,2018,6,36714,1,PETROL,KA-04,Manual,HatchBack,580000,1,4,Red
5793,Maruti Alto,2012,12,64934,2,PETROL,AP-11,Manual,HatchBack,205000,5,2,Black
5794,Maruti Baleno,2017,7,29164,2,PETROL,HR-26,Automatic,HatchBack,625000,3,3,Red
5795,Toyota YARIS,2018,6,68950,2,PETROL,TS-07,Automatic,Sedan,766000,2,5,White
5796,Hyundai AURA,2020,4,49931,1,PETROL,RJ-10,Manual,Sedan,611000,3,4,Red
5797,Tata ALTROZ,2021,3,12280,1,PETROL,TS-08,Manual,HatchBack,792000,2,2,Black
5798,Hyundai Elite i20,2016,8,118327,2,DIESEL,MH-14,Manual,HatchBack,613000,4,5,Orange
5799,Hyundai Grand i10,2017,7,68757,2,PETROL,TN-04,Manual,HatchBack,505000,3,5,Black
5800,Hyundai NEW SANTRO,2021,3,54826,1,CNG,DL-9C,Manual,HatchBack,534000,4,2,Red
5801,Renault TRIBER,2019,5,65561,1,CNG,MH-12,Manual,SUV,624000,1,5,Black
5802,Maruti Alto 800,2014,10,71000,2,PETROL,PB-10,Manual,HatchBack,234000,5,2,Black
5803,Maruti Dzire,2017,7,30313,1,PETROL,GJ-01,Manual,Sedan,698000,5,3,Blue
5804,Renault Kwid,2019,5,19797,1,PETROL,DL-8C,Manual,HatchBack,344000,1,3,Black
5805,Hyundai Elite i20,2018,6,48340,1,PETROL,UP-32,Manual,HatchBack,598000,2,3,Black
5806,Hyundai Elite i20,2017,7,27172,1,PETROL,TS-08,Manual,HatchBack,693000,5,1,Black
5807,Tata TIAGO NRG,2019,5,12544,1,PETROL,TN-11,Manual,HatchBack,559000,1,2,Red
5808,Nissan Micra Active,2018,6,81680,1,PETROL,TN-14,Manual,HatchBack,399000,4,2,Red
5809,Honda City,2019,5,64853,2,PETROL,KL-45,Manual,Sedan,338000,4,5,Black
5810,Hyundai Elite i20,2018,6,56417,1,PETROL,GJ-01,Manual,HatchBack,695000,4,5,Blue
5811,Renault Kwid,2018,6,34821,1,PETROL,GJ-05,Manual,HatchBack,364000,4,4,White
5812,Maruti Swift,2015,9,88509,2,DIESEL,KA-25,Manual,HatchBack,590000,1,4,White
5813,Maruti Swift,2014,10,69045,1,PETROL,UP-14,Manual,HatchBack,401000,2,4,Red
5814,Maruti Swift,2018,6,45911,1,PETROL,TS-09,Automatic,HatchBack,729000,5,1,Black
5815,Maruti Vitara Brezza,2018,6,64938,1,DIESEL,DL-9C,Manual,SUV,706000,3,5,Blue
5816,Ford New Figo,2021,3,13923,1,PETROL,TN-07,Automatic,HatchBack,817000,1,1,Black
5817,Maruti Alto 800,2019,5,29095,2,PETROL,WB-26,Manual,HatchBack,279000,3,2,White
5818,Maruti Wagon R 1.0,2014,10,43775,2,PETROL,BR-01,Manual,HatchBack,288000,5,5,Black
5819,Renault Kwid,2018,6,13040,1,PETROL,GJ-05,Manual,HatchBack,304000,4,2,Black
5820,Honda Civic,2020,4,30097,1,PETROL,MH-04,Automatic,Sedan,1724000,2,5,Red
5821,Hyundai NEW I20,2021,3,37099,1,PETROL,UP-32,Manual,HatchBack,683800,3,2,Red
5822,Hyundai Elite i20,2016,8,44423,1,PETROL,TN-14,Manual,HatchBack,606000,3,1,White
5823,Maruti Dzire,2017,7,78566,1,PETROL,TS-08,Automatic,Sedan,726000,2,3,Black
5824,Renault Kiger,2021,3,33234,1,PETROL,GJ-05,Automatic,HatchBack,748000,1,4,Orange
5825,Hyundai Elite i20,2020,4,23664,2,PETROL,KA-01,Manual,HatchBack,782000,5,5,Black
5826,Mahindra Thar,2022,2,14893,1,DIESEL,MH-24,Automatic,SUV,1699000,2,3,Black
5827,Maruti Vitara Brezza,2018,6,69862,1,DIESEL,DL-8C,Automatic,SUV,665000,5,2,Black
5828,Renault Kwid,2019,5,25519,2,PETROL,HR-07,Manual,HatchBack,319000,4,4,White
5829,Honda Jazz,2018,6,24575,1,PETROL,MH-04,Manual,HatchBack,582000,2,1,Black
5830,Skoda Rapid,2017,7,104774,1,DIESEL,UP-32,Manual,Sedan,687800,2,1,Red
5831,Ford Ecosport,2017,7,54120,2,DIESEL,GJ-16,Manual,SUV,546000,3,5,Red
5832,Hyundai Elite i20,2014,10,95624,1,PETROL,WB-08,Manual,HatchBack,396000,4,2,White
5833,Maruti New Wagon-R,2022,2,7008,1,PETROL,GJ-16,Manual,HatchBack,671000,2,1,Black
5834,Toyota Corolla Altis,2011,13,66466,2,PETROL,DL-12,Manual,Lux_sedan,379000,2,4,Orange
5835,Maruti Baleno,2016,8,52612,1,PETROL,KA-53,Manual,HatchBack,620000,1,5,White
5836,Tata TIGOR,2022,2,7010,1,PETROL,WB-24,Automatic,Sedan,733000,1,1,Black
5837,Maruti Dzire,2021,3,37176,2,PETROL,KA-53,Manual,Sedan,723000,2,1,Red
5838,Toyota Etios Liva,2011,13,78075,1,PETROL,WB-06,Manual,HatchBack,203000,2,3,Black
5839,Maruti Alto K10,2017,7,47967,2,PETROL,HR-36,Manual,HatchBack,359000,1,5,Black
5840,Maruti Swift,2020,4,50879,1,PETROL,TN-05,Manual,HatchBack,636000,3,1,Black
5841,Maruti Alto 800,2017,7,74195,1,PETROL,TS-07,Manual,HatchBack,319000,2,1,Black
5842,Maruti Vitara Brezza,2019,5,77461,1,DIESEL,TN-74,Manual,SUV,803000,2,5,Black
5843,Honda City,2015,9,109919,2,DIESEL,GJ-03,Manual,Sedan,553000,4,5,White
5844,Maruti Wagon R 1.0,2016,8,64642,1,PETROL,DL-2C,Manual,HatchBack,359000,1,5,White
5845,Honda Jazz,2017,7,59541,1,PETROL,MH-02,Automatic,HatchBack,588000,3,2,Red
5846,Maruti Ertiga,2019,5,34867,1,PETROL,GJ-27,Manual,SUV,934000,3,2,Black
5847,Maruti Dzire,2021,3,40394,2,PETROL,KA-04,Automatic,Sedan,731000,5,5,Black
5848,Ford Ecosport,2017,7,98410,1,PETROL,KL-63,Manual,SUV,575000,5,5,Black
5849,Hyundai Verna,2018,6,28388,1,PETROL,TS-09,Manual,Sedan,781000,1,2,White
5850,Maruti Swift Dzire,2012,12,69680,1,PETROL,HR-26,Manual,Sedan,564000,4,3,Red
5851,Maruti Wagon R 1.0,2014,10,77267,1,PETROL,MH-05,Manual,HatchBack,314000,5,3,Red
5852,Maruti IGNIS,2018,6,89322,1,CNG,GJ-27,Manual,HatchBack,467000,4,4,Red
5853,Ford FREESTYLE,2018,6,42024,1,PETROL,GJ-01,Manual,SUV,571000,3,3,Orange
5854,Maruti Wagon R 1.0,2015,9,45899,1,PETROL,TS-08,Manual,HatchBack,376000,2,1,White
5855,Ford Ecosport,2018,6,90114,1,DIESEL,TS-07,Manual,SUV,811000,2,3,Black
5856,Maruti Ertiga,2014,10,52106,1,PETROL,MH-05,Manual,SUV,627000,3,3,Black
5857,Hyundai Elite i20,2016,8,35991,1,PETROL,MH-49,Manual,HatchBack,531000,2,4,Black
5858,Maruti New Wagon-R,2021,3,18457,1,CNG,MH-14,Manual,HatchBack,623000,4,4,Red
5859,Maruti Celerio X,2018,6,57744,1,PETROL,KA-01,Manual,HatchBack,492000,5,3,Red
5860,Maruti Vitara Brezza,2018,6,45394,1,DIESEL,MH-14,Manual,SUV,836000,4,2,Black
5861,Maruti Swift,2012,12,55529,1,PETROL,KA-09,Manual,HatchBack,515000,2,3,Blue
5862,Honda City,2015,9,70012,1,PETROL,MH-02,Manual,Sedan,300000,2,2,Black
5863,Hyundai Xcent,2016,8,87210,1,CNG,HR-13,Manual,Sedan,446000,5,4,White
5864,Maruti Swift,2020,4,58815,1,PETROL,HR-26,Manual,HatchBack,603000,2,4,Orange
5865,Hyundai Creta,2021,3,5825,3,PETROL,RJ-45,Automatic,SUV,1618000,5,4,Red
5866,Maruti Celerio,2021,3,10723,1,PETROL,UP-63,Manual,HatchBack,603000,1,5,Black
5867,Renault Kwid,2020,4,41366,2,PETROL,BR-01,Manual,HatchBack,362000,3,4,Red
5868,Hyundai Creta,2016,8,78347,2,DIESEL,MH-02,Automatic,SUV,885000,4,4,Blue
5869,Hyundai Grand i10,2014,10,61069,1,DIESEL,MH-05,Manual,HatchBack,394000,5,1,White
5870,Honda WR-V,2017,7,38022,1,PETROL,MH-04,Manual,SUV,581000,5,5,Black
5871,Hyundai Grand i10,2017,7,49809,1,PETROL,GJ-06,Manual,HatchBack,492000,5,1,Black
5872,Ford Ecosport,2016,8,84459,1,DIESEL,TN-06,Manual,SUV,697000,5,3,Black
5873,Hyundai Creta,2019,5,48183,2,PETROL,WB-50,Manual,SUV,870000,3,1,Black
5874,Maruti Baleno,2019,5,28991,1,PETROL,DL-2C,Manual,HatchBack,567000,2,1,Black
5875,Maruti Baleno,2016,8,36594,1,PETROL,DL-2C,Manual,HatchBack,499000,1,5,White
5876,Tata Tiago,2018,6,45826,1,PETROL,MH-01,Manual,HatchBack,429000,4,3,Black
5877,Hyundai Creta,2018,6,50652,1,DIESEL,TS-07,Manual,SUV,1130000,5,5,Red
5878,Hyundai NEW SANTRO,2019,5,49705,1,PETROL,GJ-01,Automatic,HatchBack,550000,3,4,Orange
5879,KIA SONET,2021,3,22542,1,PETROL,PB-91,Manual,SUV,1141000,4,2,Blue
5880,Renault Kiger,2021,3,12944,1,PETROL,DL-3C,Automatic,HatchBack,957000,3,2,White
5881,Honda WR-V,2018,6,42841,1,DIESEL,MH-03,Manual,SUV,789000,5,3,Black
5882,Maruti Swift,2015,9,63231,2,PETROL,KA-01,Manual,HatchBack,507000,2,3,White
5883,Tata Tiago,2016,8,73138,1,PETROL,TN-81,Manual,HatchBack,445000,5,4,Black
5884,Maruti Celerio,2016,8,43291,1,PETROL,PB-65,Automatic,HatchBack,417000,4,5,White
5885,Volkswagen Polo,2016,8,60491,1,PETROL,MH-04,Manual,HatchBack,556000,2,4,White
5886,Hyundai NEW SANTRO,2019,5,30327,1,PETROL,MH-12,Manual,HatchBack,476000,2,5,White
5887,Maruti New Wagon-R,2020,4,15440,2,PETROL,WB-20,Automatic,HatchBack,497000,1,1,Red
5888,Honda Amaze,2013,11,61875,1,DIESEL,MH-47,Manual,Sedan,780000,3,2,White
5889,Hyundai i10,2012,12,51068,1,LPG,AP-11,Manual,HatchBack,317000,2,3,White
5890,Maruti Alto,2019,5,46731,2,PETROL,GJ-03,Manual,HatchBack,290000,4,3,White
5891,Hyundai Grand i10,2015,9,30105,1,PETROL,DL-12,Automatic,HatchBack,488000,1,4,Orange
5892,Maruti Celerio,2022,2,3483,1,PETROL,MH-12,Automatic,HatchBack,731000,1,1,Black
5893,Maruti Swift Dzire,2015,9,38874,1,PETROL,PB-10,Manual,Sedan,783000,2,2,Black
5894,Hyundai Creta,2017,7,25273,1,PETROL,MH-02,Manual,SUV,853000,3,4,Black
5895,Honda Amaze,2019,5,45245,1,PETROL,HR-51,Automatic,Sedan,685000,3,4,Blue
5896,Tata Safari,2021,3,30198,1,DIESEL,TS-15,Manual,SUV,1828000,1,5,Black
5897,Maruti Ciaz,2017,7,34483,1,PETROL,MH-46,Manual,Sedan,511000,4,1,Red
5898,Maruti Alto,2020,4,16411,1,PETROL,HR-20,Manual,HatchBack,391000,5,5,Red
5899,Maruti Baleno,2019,5,15551,1,PETROL,MH-12,Manual,HatchBack,701000,3,4,White
5900,Maruti Wagon R 1.0,2018,6,94153,1,CNG,GJ-01,Manual,HatchBack,424000,1,3,White
5901,Tata TIGOR,2021,3,70179,1,PETROL,WB-42,Manual,Sedan,532000,2,2,Red
5902,Hyundai Grand i10,2015,9,44212,2,PETROL,KA-53,Manual,HatchBack,515000,3,5,Red
5903,Hyundai Grand i10,2014,10,56750,1,PETROL,HR-26,Manual,HatchBack,390000,2,1,Blue
5904,Maruti Dzire,2019,5,65131,2,PETROL,PB-70,Manual,Sedan,564000,3,2,Black
5905,Hyundai Grand i10,2014,10,52676,2,PETROL,KA-04,Automatic,HatchBack,480000,4,4,Black
5906,Maruti Celerio,2017,7,23389,1,PETROL,MH-02,Automatic,HatchBack,433000,3,5,Red
5907,Honda City,2014,10,66138,2,PETROL,GJ-24,Manual,Sedan,722000,1,2,Black
5908,Hyundai Elite i20,2014,10,63788,1,PETROL,MH-02,Manual,HatchBack,481000,2,3,White
5909,Hyundai Elite i20,2020,4,35341,1,PETROL,RJ-45,Manual,HatchBack,655000,1,3,Blue
5910,Skoda Rapid,2015,9,30927,2,PETROL,DL-6C,Manual,Sedan,582000,4,4,Black
5911,Hyundai Grand i10,2016,8,19397,1,PETROL,MH-46,Manual,HatchBack,496000,5,4,Red
5912,Honda Amaze,2019,5,99520,1,PETROL,HR-26,Automatic,Sedan,326000,3,5,Black
5913,Tata NEXON,2021,3,16318,1,PETROL,TN-11,Manual,SUV,1020000,3,4,Red
5914,Maruti Baleno,2017,7,43477,1,PETROL,TN-13,Automatic,HatchBack,608000,2,2,Blue
5915,Volkswagen Polo,2019,5,31753,2,PETROL,GJ-17,Manual,HatchBack,541000,1,3,White
5916,Renault Kwid,2021,3,4730,1,PETROL,MH-12,Manual,HatchBack,499000,2,5,Orange
5917,Hyundai Grand i10,2016,8,54128,2,PETROL,KA-03,Automatic,HatchBack,545000,3,2,White
5918,Honda Brio,2017,7,40094,1,PETROL,WB-12,Manual,HatchBack,342000,4,5,White
5919,Tata Hexa,2019,5,43895,1,DIESEL,HR-26,Manual,SUV,1178000,4,5,Red
5920,Maruti Dzire,2017,7,67448,2,PETROL,MH-01,Manual,Sedan,637000,4,4,Black
5921,Maruti Vitara Brezza,2020,4,72255,1,PETROL,TN-18,Manual,SUV,737000,5,2,Blue
5922,Hyundai Elite i20,2019,5,56414,1,CNG,HR-26,Manual,HatchBack,639000,5,4,Black
5923,Maruti Alto 800,2015,9,34871,1,PETROL,DL-2C,Manual,HatchBack,287000,1,1,Black
5924,Maruti Vitara Brezza,2018,6,42607,1,DIESEL,TS-15,Automatic,SUV,822000,2,1,White
5925,Hyundai Grand i10,2017,7,89733,1,PETROL,HR-26,Automatic,HatchBack,499000,4,2,White
5926,Maruti Baleno,2021,3,22615,2,PETROL,UP-32,Manual,HatchBack,751000,1,5,Red
5927,Toyota Corolla Altis,2015,9,63857,1,PETROL,DL-8C,Automatic,Lux_sedan,807000,5,1,Red
5928,Honda City,2017,7,30068,1,PETROL,DL-3C,Manual,Sedan,668000,1,3,Black
5929,Hyundai Elite i20,2016,8,14112,1,PETROL,GJ-05,Manual,HatchBack,570000,3,2,White
5930,Maruti Baleno,2019,5,22126,1,PETROL,DL-2C,Manual,HatchBack,636000,3,3,Blue
5931,Maruti IGNIS,2017,7,36248,1,PETROL,KA-51,Manual,HatchBack,596000,2,4,Blue
5932,Maruti Ciaz,2018,6,24385,1,PETROL,GJ-27,Manual,Sedan,748000,3,1,White
5933,Maruti Alto K10,2016,8,22747,2,PETROL,DL-1C,Manual,HatchBack,290000,4,4,White
5934,Tata NEXON,2019,5,71441,1,DIESEL,MH-43,Automatic,SUV,930000,3,2,Black
5935,Honda City,2010,14,45257,1,DIESEL,HR-51,Manual,Sedan,608000,4,3,Orange
5936,Datsun Go,2020,4,38170,1,PETROL,TN-33,Automatic,HatchBack,563000,1,2,Black
5937,Maruti Swift Dzire,2017,7,66973,2,DIESEL,MH-04,Manual,Sedan,647000,3,2,Black
5938,Ford Ecosport,2017,7,46609,2,PETROL,UP-32,Manual,SUV,622000,4,2,Black
5939,Maruti New Wagon-R,2019,5,46925,2,PETROL,GJ-10,Manual,HatchBack,524000,1,2,Blue
5940,Honda Amaze,2019,5,69222,2,DIESEL,HR-26,Automatic,Sedan,669000,1,3,Black
5941,Maruti Baleno,2017,7,39961,1,PETROL,HR-51,Manual,HatchBack,498000,5,3,White
5942,Renault Kwid,2021,3,16983,2,PETROL,TS-35,Manual,HatchBack,450000,3,3,Black
5943,Honda City,2010,14,79792,1,PETROL,HR-26,Manual,Sedan,254000,5,3,Red
5944,Maruti Celerio,2014,10,89348,1,CNG,DL-5C,Manual,HatchBack,322000,1,4,Orange
5945,Hyundai Creta,2016,8,67437,2,PETROL,WB-02,Automatic,SUV,729000,3,2,Black
5946,Tata Tiago,2016,8,61415,2,PETROL,KA-52,Manual,HatchBack,445000,5,5,Black
5947,Maruti Swift,2018,6,29767,1,PETROL,KA-02,Manual,HatchBack,714000,4,1,White
5948,Hyundai Creta,2018,6,57263,1,DIESEL,UP-16,Automatic,SUV,1009000,4,1,Black
5949,Maruti New Wagon-R,2021,3,17189,1,CNG,DL-3C,Manual,HatchBack,599000,4,3,White
5950,Maruti Alto 800,2016,8,91603,2,PETROL,TS-08,Manual,HatchBack,294000,3,2,Red
5951,Maruti Baleno,2018,6,44491,2,PETROL,HR-26,Automatic,HatchBack,592000,5,4,White
5952,Mahindra XUV500,2016,8,91242,2,DIESEL,CH-01,Manual,Lux_SUV,688000,1,1,Red
5953,Maruti Wagon R 1.0,2013,11,78947,3,PETROL,TN-31,Manual,HatchBack,329000,1,5,White
5954,Maruti Ciaz,2022,2,11472,1,PETROL,TN-07,Manual,Sedan,871000,1,2,White
5955,Maruti Ertiga,2014,10,62134,2,PETROL,MH-05,Manual,SUV,614000,2,2,Red
5956,Hyundai NEW SANTRO,2019,5,53748,1,PETROL,GJ-01,Manual,HatchBack,504000,1,3,White
5957,Honda Amaze,2019,5,37566,2,PETROL,TS-13,Manual,Sedan,635000,1,1,Black
5958,Maruti Celerio,2017,7,17472,1,PETROL,MH-04,Automatic,HatchBack,456000,4,5,Black
5959,Hyundai NEW SANTRO,2019,5,33688,1,PETROL,TN-05,Automatic,HatchBack,535000,4,2,Orange
5960,Hyundai i10,2011,13,85669,1,PETROL,KL-07,Manual,HatchBack,208000,3,1,Black
5961,Maruti Baleno,2017,7,28584,1,PETROL,GJ-18,Manual,HatchBack,581000,1,5,Red
5962,KIA SELTOS,2021,3,55767,1,PETROL,HR-24,Manual,SUV,964000,4,2,Blue
5963,Maruti Swift,2018,6,45234,1,PETROL,BR-01,Manual,HatchBack,568000,1,4,Red
5964,Hyundai New Elantra,2017,7,97989,1,PETROL,MH-48,Automatic,Lux_sedan,985000,2,4,Black
5965,Mahindra KUV 100 NXT,2020,4,15049,1,PETROL,MH-05,Manual,SUV,667000,2,5,Blue
5966,Maruti Alto,2020,4,28952,1,PETROL,PB-08,Manual,HatchBack,354000,2,1,Black
5967,Toyota YARIS,2018,6,17875,2,PETROL,KA-42,Manual,Sedan,1015000,2,1,Black
5968,Tata Tiago,2018,6,38017,1,PETROL,UP-32,Manual,HatchBack,419000,1,4,Black
5969,Maruti Ertiga,2017,7,85677,3,CNG,MH-05,Manual,SUV,787000,2,3,White
5970,Honda BR-V,2018,6,116428,1,PETROL,TN-40,Automatic,SUV,809000,2,3,Blue
5971,Maruti Zen Estilo,2010,14,91626,1,PETROL,KL-01,Manual,HatchBack,163000,2,5,Black
5972,Maruti New Wagon-R,2021,3,36430,1,CNG,UP-78,Manual,HatchBack,566000,1,4,Black
5973,Hyundai GRAND I10 NIOS,2019,5,25272,1,PETROL,TS-08,Manual,HatchBack,655000,4,1,White
5974,Hyundai Grand i10,2015,9,101356,2,PETROL,TN-40,Manual,HatchBack,447000,4,5,Black
5975,Honda Brio,2015,9,73916,2,PETROL,KA-64,Manual,HatchBack,408000,5,3,White
5976,Hyundai Tucson New,2016,8,20907,1,PETROL,TN-21,Manual,Lux_SUV,1197000,2,5,Black
5977,Hyundai i20,2010,14,65856,2,PETROL,WB-06,Manual,HatchBack,222000,2,1,Black
5978,Honda City,2016,8,33820,1,PETROL,DL-4C,Automatic,Sedan,840000,2,3,Black
5979,Maruti Ritz,2014,10,38170,1,DIESEL,KA-05,Manual,HatchBack,452000,4,4,Orange
5980,Maruti Baleno,2019,5,44470,1,PETROL,UP-32,Manual,HatchBack,630000,3,1,Black
5981,Honda City,2013,11,45482,1,CNG,UP-16,Manual,Sedan,443000,1,3,Red
5982,Hyundai AURA,2020,4,32488,2,PETROL,WB-02,Automatic,Sedan,749000,1,2,Blue
5983,Maruti Alto K10,2012,12,57513,1,PETROL,KA-53,Manual,HatchBack,258000,4,3,Blue
5984,Maruti Alto 800,2015,9,79566,2,PETROL,KA-03,Manual,HatchBack,289000,4,1,Red
5985,Hyundai GRAND I10 NIOS,2020,4,12205,1,PETROL,KA-53,Automatic,HatchBack,782000,3,3,White
5986,Maruti Baleno,2017,7,51768,1,PETROL,MH-01,Manual,HatchBack,568000,3,2,Black
5987,Maruti Swift Dzire,2014,10,4162,1,PETROL,MH-12,Manual,Sedan,742250,5,1,Black
5988,Hyundai Verna,2015,9,40714,1,CNG,HR-51,Manual,Sedan,727000,5,5,White
5989,Toyota Glanza,2021,3,36504,1,PETROL,UP-44,Manual,HatchBack,773000,1,3,Red
5990,Hyundai NEW SANTRO,2019,5,31991,2,PETROL,KL-55,Manual,HatchBack,393000,5,4,Red
5991,Maruti Dzire,2017,7,7281,1,PETROL,KA-05,Automatic,Sedan,1373000,2,3,Black
5992,Maruti Wagon R 1.0,2013,11,65366,1,PETROL,MH-02,Manual,HatchBack,306000,4,2,Red
5993,Hyundai Creta,2016,8,58679,2,PETROL,DL-9C,Manual,SUV,753000,2,3,Blue
5994,Hyundai Elite i20,2018,6,75231,1,DIESEL,TS-07,Manual,HatchBack,778000,1,4,Orange
5995,Hyundai Verna,2017,7,79564,1,DIESEL,GJ-01,Manual,Sedan,688000,1,2,Black
5996,Honda Jazz,2016,8,90773,2,PETROL,KA-05,Manual,HatchBack,607000,3,4,Black
5997,Hyundai NEW SANTRO,2018,6,9205,2,PETROL,KA-51,Automatic,HatchBack,554000,1,4,Blue
5998,Tata Tiago,2017,7,29594,1,PETROL,TN-06,Automatic,HatchBack,524000,2,3,Black
5999,Maruti Vitara Brezza,2021,3,14835,1,PETROL,GJ-01,Manual,SUV,907000,3,3,Red
6000,Hyundai i10,2015,9,66578,2,PETROL,MH-42,Manual,HatchBack,348000,2,1,Black
6001,Maruti IGNIS,2019,5,72225,1,PETROL,UP-65,Manual,HatchBack,510000,1,4,White
6002,Maruti New Wagon-R,2019,5,24147,1,PETROL,WB-06,Manual,HatchBack,482000,2,1,Black
6003,Hyundai Creta,2015,9,45212,1,PETROL,MH-03,Manual,SUV,855000,4,4,White
6004,Hyundai i20,2011,13,46494,2,PETROL,WB-20,Manual,HatchBack,207000,2,1,Orange
6005,Hyundai Grand i10,2016,8,52838,2,PETROL,MH-14,Manual,HatchBack,428000,5,5,White
6006,Maruti Vitara Brezza,2017,7,121129,2,DIESEL,TS-07,Manual,SUV,833000,3,4,Black
6007,Maruti Baleno,2022,2,25298,1,PETROL,HR-36,Manual,HatchBack,885000,2,2,Red
6008,Maruti Wagon R 1.0,2015,9,56510,1,PETROL,HR-26,Manual,HatchBack,291000,3,1,Black
6009,Honda Brio,2015,9,65394,1,PETROL,KA-03,Manual,HatchBack,455200,4,4,White
6010,Maruti Baleno,2018,6,106711,2,PETROL,TN-40,Automatic,HatchBack,596000,5,2,White
6011,Honda City,2015,9,41309,1,PETROL,DL-8C,Automatic,Sedan,661000,4,2,Red
6012,Maruti Wagon R 1.0,2015,9,57441,3,PETROL,RJ-14,Manual,HatchBack,342000,5,1,White
6013,Volkswagen Polo,2015,9,104086,2,PETROL,TN-40,Manual,HatchBack,406000,1,5,Orange
6014,Honda Amaze,2013,11,33951,1,PETROL,TS-15,Automatic,Sedan,965000,2,2,Blue
6015,Maruti Celerio X,2018,6,63618,1,PETROL,KA-05,Manual,HatchBack,523000,1,1,Black
6016,Renault Kwid,2016,8,65840,1,PETROL,TN-91,Manual,HatchBack,350000,4,4,Red
6017,Maruti Celerio,2019,5,30109,2,PETROL,TN-14,Automatic,HatchBack,492000,3,1,White
6018,Hyundai Grand i10,2018,6,38426,1,PETROL,KA-03,Manual,HatchBack,566000,1,1,Red
6019,Tata Harrier,2021,3,16634,1,DIESEL,TN-01,Automatic,SUV,1861000,2,2,White
6020,Maruti Ciaz,2016,8,60653,1,PETROL,DL-8C,Automatic,Sedan,780000,5,1,Red
6021,Hyundai i10,2013,11,53812,3,PETROL,MH-12,Automatic,HatchBack,316000,5,4,Black
6022,Maruti Vitara Brezza,2018,6,75647,1,DIESEL,UP-14,Manual,SUV,580000,3,1,Black
6023,Hyundai i20,2010,14,66876,2,PETROL,MH-13,Manual,HatchBack,229000,5,1,White
6024,Maruti Swift,2018,6,58791,1,PETROL,HR-26,Manual,HatchBack,463000,5,4,Blue
6025,Honda Amaze,2019,5,66854,2,PETROL,TN-02,Automatic,Sedan,843000,2,5,White
6026,Hyundai i20 Active,2015,9,60461,2,PETROL,HR-51,Manual,HatchBack,520000,2,4,Black
6027,Maruti Swift Dzire,2014,10,80727,1,PETROL,TS-10,Manual,Sedan,774000,3,4,White
6028,Honda Brio,2012,12,50076,1,PETROL,TN-22,Manual,HatchBack,317000,5,4,Red
6029,Renault Kwid,2018,6,37418,2,PETROL,KA-53,Manual,HatchBack,402000,5,4,White
6030,Hyundai Elite i20,2018,6,76180,2,CNG,MH-48,Manual,HatchBack,611000,3,2,Black
6031,Maruti Swift Dzire,2014,10,83991,1,DIESEL,KA-01,Automatic,Sedan,663000,4,4,Black
6032,Honda Amaze,2013,11,53850,2,DIESEL,UP-32,Manual,Sedan,408000,4,4,Black
6033,Hyundai Santro Xing,2011,13,46496,2,PETROL,KA-03,Manual,HatchBack,258000,3,3,Red
6034,Maruti S PRESSO,2019,5,65546,1,PETROL,MP-09,Manual,HatchBack,419000,2,3,Blue
6035,Hyundai Grand i10,2017,7,44390,1,PETROL,TS-07,Manual,HatchBack,553000,3,4,Black
6036,Honda City,2014,10,73640,1,PETROL,MH-02,Manual,Sedan,462000,1,5,White
6037,Maruti Swift Dzire,2014,10,26627,1,PETROL,KA-41,Manual,Sedan,569000,2,5,Orange
6038,Maruti Dzire,2017,7,53873,1,DIESEL,TS-07,Automatic,Sedan,781000,4,5,Black
6039,Honda Amaze,2021,3,18854,1,PETROL,KA-55,Automatic,Sedan,1282000,1,1,Black
6040,Hyundai Sonata,2011,13,73679,2,PETROL,MP-09,Manual,Sedan,343000,3,2,White
6041,Maruti Alto,2020,4,75591,1,CNG,KA-17,Manual,HatchBack,430000,5,2,Blue
6042,Maruti Swift Dzire,2014,10,6505,1,CNG,HR-29,Manual,Sedan,899000,3,1,White
6043,Hyundai Creta,2019,5,52076,1,PETROL,UP-32,Manual,SUV,945000,1,1,White
